input,output
I speak fast.,Hablo rápido.
I swam today.,Hoy nadé.
I sympathize.,Simpatizo.
I talk a lot.,Hablo mucho.
I thought so.,¡Eso pensaba!
I understand.,Lo entiendo.
I understand.,Entiendo.
I walk a lot.,Camino mucho.
I want a dog.,Quiero un perro.
I want a hug.,Quiero un abrazo.
I want a job.,Quiero un trabajo.
I want a lot.,Quiero muchas cosas.
I want a map.,Quiero un mapa.
I want money.,Quiero dinero.
I want pasta.,Quiero pasta.
I want these.,Quiero éstos.
I want to go.,Quiero ir.
I warned Tom.,He avisado a Tom.
I warned you.,Te lo advertí.
I warned you.,Te lo había avisado.
I warned you.,Te lo había advertido.
I warned you.,Se lo advertí.
I was absent.,Yo estaba ausente.
I was afraid.,Tenía miedo.
I was framed.,Fui enmarcado.
I was hungry.,Tenía hambre.
I was joking.,Estaba bromeando.
I was lonely.,Estaba solo.
I was lonely.,Yo me encontraba solo.
I was sleepy.,Tenía sueño.
I went twice.,Fui dos veces.
I will shoot.,Dispararé.
I won't lose!,¡No voy a perder!
I won't lose!,¡No perderé!
I won't lose.,No perderé.
I wonder why.,Me pregunto por qué.
I wrote that.,Yo escribí eso.
I'd buy that.,Yo compraría eso.
I'll ask Tom.,Le preguntaré a Tom.
I'll ask him.,Se lo preguntaré.
I'll be back.,Volveré.
I'll be fine.,Estaré bien.
I'll be free.,Voy a estar libre.
I'll be free.,Seré libre.
I'll be here.,Estaré presente.
I'll buy one.,Voy a comprar uno.
I'll do that.,Haré eso.
I'll keep it.,Me lo quedo.
I'll keep it.,Me la quedo.
I'll read it.,Lo voy a leer.
I'll risk it.,Me arriesgaré.
I'll see Tom.,Voy a ver a Tom.
I'll sue you.,Te demandaré.
I'm Tom's ex.,Soy la ex de Tom.
I'm a coward.,Yo soy un cobarde.
I'm a coward.,Soy un cobarde.
I'm a doctor.,Soy médico.
I'm a doctor.,Soy doctor.
I'm a doctor.,Soy médica.
I'm a farmer.,Soy un granjero.
I'm a person.,Soy una persona.
I'm a priest.,Soy sacerdote.
I'm a priest.,Soy cura.
I'm a surfer.,Soy surfista.
I'm a waiter.,Soy camarero.
I'm a writer.,Soy escritor.
I'm addicted.,Soy adicto.
I'm all ears.,Soy todo oídos.
I'm an actor.,Soy actor.
I'm an adult.,Soy adulta.
I'm an adult.,Soy adulto.
I'm an agent.,Soy agente.
I'm anorexic.,Soy anoréxico.
I'm autistic.,Soy autista.
I'm autistic.,Tengo autismo.
I'm barefoot.,Estoy descalzo.
I'm bleeding.,Estoy sangrando.
I'm confused.,Estoy confuso.
I'm confused.,Estoy confusa.
I'm confused.,Estoy confundido.
I'm confused.,Estoy confundida.
I'm creative.,Soy creativo.
I'm divorced.,Estoy divorciada.
I'm doubtful.,Estoy dubitativo.
I'm drowning.,Me estoy ahogando.
I'm dyslexic.,Soy disléxico.
I'm educated.,Tengo formación.
I'm famished.,Estoy muerto de hambre.
I'm finished.,Estoy acabado.
I'm free now.,Ahora estoy libre.
I'm free now.,Ahora soy libre.
I'm freezing.,Estoy congelado.
I'm freezing.,Estoy helado.
I'm freezing.,Me estoy helando.
I'm grateful.,Soy agradecida.
I'm grieving.,Estoy de luto.
I'm grounded.,Me castigaron sin salir.
I'm grounded.,Estoy castigado.
I'm gullible.,Soy ingenuo.
I'm hesitant.,Estoy vacilante.
I'm hurt bad.,Estoy gravemente herido.
I'm in Perth.,Estoy en Perth.
I'm in a fix.,Estoy en un embrollo.
I'm in a jam.,Estoy en un embrollo.
I'm innocent.,Soy inocente.
I'm like you.,Soy como vosotros.
I'm like you.,Soy como tú.
I'm like you.,Soy como vosotras.
I'm literate.,Soy culto.
I'm new here.,Soy nuevo aquí.
I'm no angel.,No soy un ángel.
I'm no rebel.,Yo no soy un rebelde.
I'm no rebel.,Yo no soy ningún rebelde.
I'm no saint.,No soy un santo.
I'm not bald.,No soy calvo.
I'm not bald.,No estoy calvo.
I'm not busy.,No estoy ocupado.
I'm not dead.,No estoy muerta.
I'm not dead.,No estoy muerto.
I'm not deaf.,No soy sordo.
I'm not deaf.,No soy sorda.
I'm not deaf.,No estoy sordo.
I'm not dumb.,No soy estúpido.
I'm not here.,Yo no estoy aquí.
I'm not lazy.,No soy perezoso.
I'm not poor.,No soy pobre.
I'm not rich.,No soy rico.
I'm not sick.,No estoy enferma.
I'm not sure.,No estoy seguro.
I'm not tall.,No soy alto.
I'm not well.,No estoy bien.
I'm outraged.,Estoy indignado.
I'm painting.,Estoy pintando.
I'm panicked.,Estoy aterrorizado.
I'm pregnant.,Estoy embarazada.
I'm pregnant.,Estoy embarazado.
I'm prepared.,Estoy preparado.
I'm prepared.,Estoy preparada.
I'm rational.,Soy racional.
I'm relieved.,Me siento aliviado.
I'm restless.,Soy inquieto.
I'm restless.,Estoy desasosegado.
I'm restless.,Soy intranquilo.
I'm shopping.,Estoy comprando.
I'm sleeping.,Estoy durmiendo.
I'm so alone.,Estoy tan solo.
I'm so happy.,Soy tan feliz.
I'm so happy.,Estoy tan feliz.
I'm so sorry.,Lo siento tanto.
I'm so sorry.,Lo lamento tanto.
I'm so tired!,¡Estoy tan cansado!
I'm so tired!,¡Estoy tan cansada!
I'm so tired.,Estoy muy cansado.
I'm so tired.,¡Estoy tan cansado!
I'm so tired.,¡Estoy tan cansada!
I'm starting.,Estoy empezando.
I'm still up.,Todavía estoy levantado.
I'm stubborn.,Soy terco.
I'm studying.,Estoy estudiando.
I'm the best.,Soy el mejor.
I'm the best.,Soy la mejor.
I'm the best.,Yo soy la mejor.
I'm the boss.,Soy el jefe.
I'm thinking.,Estoy pensando.
I'm thinking.,Estoy meditando.
I'm thirteen.,Tengo trece años.
I'm thorough.,Soy concienzudo.
I'm thrilled.,Estoy entusiasmado.
I'm thrilled.,Estoy contentísimo.
I'm ticklish.,Soy cosquilloso.
I'm to blame.,Yo tengo la culpa.
I'm to blame.,Es culpa mía.
I'm to blame.,La culpa es mía.
I'm tolerant.,Soy tolerante.
I'm very fat.,Estoy tan gordo.
I'm very fat.,Soy muy gordo.
I'm very fat.,Soy muy gorda.
I'm very fat.,Estoy muy gorda.
I'm very hot.,Estoy muy cachondo.
I'm very old.,Soy muy vieja.
I'm very sad.,Estoy muy triste.
I'm very shy.,Soy muy tímido.
I'm very shy.,Soy muy tímida.
I'm with him.,Estoy con él.
I'm worn out.,Estoy exhausto.
I'm worn out.,Estoy reventado.
I'm worn out.,Estoy quebrado y cansado.
I've changed.,He cambiado.
I've decided.,Ya lo decidí.
I've decided.,Tomé mi decisión.
I've done OK.,Lo hice bien.
I've lost it.,Lo he perdido.
I've seen it.,Lo he visto.
Ice is solid.,El hielo es sólido.
Iron is hard.,El hierro es duro.
Is Monday OK?,¿Está bien el lunes?
Is Tom awake?,¿Está Tom despierto?
Is Tom crazy?,¿Tom está loco?
Is Tom cured?,¿Está Tom curado?
Is Tom drunk?,¿Tom está borracho?
Is Tom dying?,¿Se está muriendo Tom?
Is Tom happy?,¿Tom es feliz?
Is Tom lucid?,¿Tom es lúcido?
Is Tom lying?,¿Tom está mintiendo?
Is Tom ready?,¿Tom está preparado?
Is Tom right?,¿Tom tiene razón?
Is Tom there?,¿Está ahí Tom?
Is it a deer?,¿Eso es un ciervo?
Is it a trap?,¿Acaso es una trampa?
Is it a wolf?,¿Acaso es un lobo?
Is it a wolf?,¿Es un lobo?
Is it an elk?,¿Eso es un alce?
Is it broken?,¿Está roto?
Is it cancer?,¿Es cáncer?
Is it enough?,¿Es suficiente?
Is that love?,¿Eso es amor?
Is that mine?,¿Es mío ése?
Is that mine?,¿Es ése el mío?
Is that ours?,¿Eso es nuestro?
Is that snow?,¿Eso es nieve?
Is that true?,¿Es verdad?
Is that true?,¿Será eso verdad?
Is this blue?,¿Esto es azul?
Is this fake?,¿Es esto falso?
Is this good?,¿Esto es bueno?
Is this good?,¿Esto está bien?
Is this love?,¿Esto es amor?
Is this milk?,¿Esto es leche?
Is this mine?,¿Es éste el mío?
Is this mine?,¿Es mío éste?
Is this nice?,¿Es esto bueno?
Is this ours?,¿Esto es tuyo?
Is this real?,¿Esto es real?
Is this real?,¿Esto es auténtico?
Is this wine?,¿Esto es vino?
It annoys me.,Me cansa.
It is a book.,Esto es un libro.
It isn't new.,No es nuevo.
It looks fun.,Se ve divertido.
It may break.,Se puede romper.
It may break.,Puede que se rompa.
It took time.,Tomó tiempo.
It was awful.,¡Fue horrible!
It was black.,Era negro.
It was black.,Era negra.
It was gross.,Fue repugnante.
It was magic.,Fue mágico.
It was night.,Era de noche.
It wasn't me.,Yo no fui.
It went fine.,Fue bien.
It went well.,Fue bien.
It went well.,Salió bien.
It will work.,Trabajará.
It'll be fun.,Eso será divertido.
It'll be fun.,Será divertido.
It'll be hot.,Va a hacer calor.
It'll happen.,Pasará.
It's a cinch.,Es pan comido.
It's a curse.,Es una maldición.
It's a snail.,Es un caracol.
It's a trick.,Es una trampa.
It's amazing.,¡Eso es increíble!
It's amazing.,Es asombroso.
It's amusing.,Es divertido.
It's bedtime.,Es hora de irte a la cama.
It's for Tom.,Es para Tom.
It's for you.,Esto es para usted.
It's just us.,Sólo venimos nosotros.
It's morning.,Es por la mañana.
It's my book.,Es mi libro.
It's my life.,Es mi vida.
It's my turn.,Es mi turno.
It's my turn.,Me toca.
It's no joke.,No es una broma.
It's on fire.,Está en llamas.
It's our car.,Es nuestro carro.
It's our job.,Es nuestro trabajo.
It's perfect.,Está perfecto.
It's similar.,Es similar.
It's similar.,Es parecido.
It's snowing.,Está nevando.
It's so easy.,Es tan fácil.
It's strange.,Es extraño.
It's too big.,Es demasiado grande.
It's too hot.,Hace demasiado calor.
It's too hot.,Está demasiado caliente.
It's too old.,Es demasiado viejo.
It's too old.,Es demasiado vieja.
It's unusual.,Es inusual.
It's useless.,Es inútil.
It's working.,Está funcionando.
Just ask Tom.,Solo pregúntale a Tom.
Just do that.,¡Tan solo hazlo!
Just do that.,Simplemente hazlo.
Just hang on.,Sólo espera.
Just hold on.,Sólo espera.
Just say yes.,Nomás di que sí.
Just say yes.,Di que sí y ya.
Keep dancing.,Seguí bailando.
Keep digging.,Seguí cavando.
Keep driving.,Sigue conduciendo.
Keep it warm.,Mantenlo caliente.
Keep looking.,Sigue mirando.
Keep reading.,Siga leyendo.
Keep reading.,Sigue leyendo.
Keep running.,Seguí corriendo.
Keep running.,Sigue corriendo.
Keep running.,Siga corriendo.
Keep running.,Sigan corriendo.
Keep singing.,Sigue cantando.
Keep singing.,Seguid cantando.
Keep singing.,Siga cantando.
Keep singing.,Sigan cantando.
Keep singing.,Continúa cantando.
Keep singing.,Continuad cantando.
Keep singing.,Continúe cantando.
Keep singing.,Continúen cantando.
Keep smiling.,Sigue sonriendo.
Keep smiling.,Continúa sonriendo.
Keep smiling.,Sigan sonriendo.
Keep smiling.,Continuad sonriendo.
Keep talking.,Continuá hablando.
Keep talking.,Continúa hablando.
Keep talking.,Continúe hablando.
Keep walking.,Seguí caminando.
Keep writing.,Seguí escribiendo.
Learn French.,Aprende francés.
Learn French.,Aprended francés.
Learn French.,Aprenda francés.
Learn French.,Aprendan francés.
Let Tom come.,Deja venir a Tom.
Let Tom stay.,Deja que Tom se quede.
Let go of it.,Déjalo ir.
Let go of me!,¡Suéltame!
Let go of me.,Déjame ir.
Let me do it.,Déjame que lo haga.
Let me do it.,Deja que lo haga.
Let me leave!,¡Déjame salir!
Let me leave!,¡Déjame irme!
Let me speak.,Dejame hablar.
Let me think.,Déjame pensar.
Let me think.,¡Déjame pensar!
Let's go eat.,Vamos a comer.
Let's go eat.,Vámonos a comer.
Let's go now.,Vámonos ya.
Let's go now.,Ahora vámonos.
Let's go out.,Salgamos.
Let's listen.,Escuchemos.
Let's not go.,No vayamos.
Life goes on.,La vida continúa.
Life goes on.,La vida sigue.
Life is hard.,La vida es dura.
Life's short.,La vida es corta.
Look at that!,¡Mira eso!
Look at that!,¡Fíjate en eso!
Look at that.,Míralo.
Look at that.,Mira eso.
Look at this.,Mira esto.
Look at this.,Fíjate en esto.
Look closely.,Mira atentamente.
Look closely.,Mira de cerca.
Look closely.,Mira detenidamente.
Look into it.,Investígalo.
Look into it.,Investíguelo.
Look into it.,Investíguenlo.
Make a guess.,Adivina.
Make it stop.,Haz que se detenga.
Mary came in.,Entró Mary.
Mary giggled.,Mary soltó una risita.
Mary is cute.,Mary es mona.
Mary is mine.,Mary es mía.
Mary is tall.,María es alta.
Math is hard.,Las matemáticas son difíciles.
"Meat, please.","Carne, por favor."
Men are pigs.,Los hombres son cerdos.
"Move on, Tom.","Continúa, Tom."
"Move on, Tom.","Prosigue, Tom."
Move quietly.,Muévete sin hacer ruido.
Mow the lawn.,Corta el césped.
Mow the lawn.,Cortad el césped.
Mow the lawn.,Corte el césped.
Mow the lawn.,Corten el césped.
My arm hurts.,Me duele el brazo.
My ears hurt.,Me duelen las orejas.
My eyes hurt.,¡Me duelen los ojos!
My feet hurt.,Me duelen los pies.
My hip hurts.,Me duele la cadera.
My jaw hurts.,Me duele la mandíbula.
My leg hurts.,Me duele la pierna.
No one cared.,A nadie le importó.
No one knows.,Nadie sabe.
No one moved.,No se movió nadie.
No one moved.,Nadie se movió.
"No, I'll pay.","No, yo lo pagaré."
Nobody asked.,Nadie preguntó.
Nobody knows.,Nadie sabe.
Now I get it.,Ahora lo entiendo.
Now I get it.,Ahora lo cacho.
Now leave us.,Ahora déjanos.
Now let's go.,Ahora vámonos.
Now sit down.,Ahora sentate.
Now try this.,Ahora probá este.
"Now, you try.",Ahora te toca a ti.
"Now, you try.",Ahora inténtalo tú.
"Now, you try.",Ahora prueba tú.
"Oh, I got it.","Ah, entiendo."
"Oh, I got it.","Oh, lo obtuve."
Open the box.,Abrí la caja.
Open the box.,Abra la caja.
Our team won.,Nuestro equipo ganó.
Pay the rent.,Pagá el alquiler.
Please hurry!,"¡Por favor, apurate!"
Please leave.,"Por favor, márchese."
Please relax.,Por favor cálmate.
Please smile.,Sonríe.
Please smile.,Sonreíd.
Point it out.,Señalalo.
Pull it open.,Ábrela.
Pull it open.,Ábrela del todo.
Put it there.,Ponedlo allí.
Put it there.,Ponlo allí.
Put it there.,Pónganlo allí.
Put it there.,Ponlo ahí.
Recess ended.,Terminó el descanso.
Recess ended.,Se acabó el recreo.
Run and hide.,Corre y escóndete.
Say it again.,Repítelo.
School's out.,Se acabó la escuela.
School's out.,Se terminaron las clases.
See you soon!,¡Hasta luego!
See you soon!,¡Hasta pronto!
See you soon!,Te veré pronto.
See you then.,Hasta entonces.
Set Tom free.,Liberen a Tom.
Shame on you!,¡Qué vergüenza!
Shame on you!,¡Avergüénzate!
Shame on you!,¡Ten vergüenza!
Shame on you.,¡Ten vergüenza!
She has wine.,Ella tiene vino.
She has wine.,Tiene vino.
She helps us.,Ella nos ayuda.
She is happy.,Ella es feliz.
She is quiet.,Ella es tranquila.
She is quiet.,Es tranquila.
She is quiet.,Está tranquila.
She is wrong.,Ella no tiene la razón.
She is wrong.,Ella está equivocada.
She is young.,Es joven.
She liked it.,Le gustó.
She loves us.,Ella nos quiere.
She may come.,Puede que venga.
She shot him.,Le disparó.
She stood up.,Ella se levantó.
She sued him.,Ella le demandó.
She was busy.,Ella estaba ocupada.
She went out.,Ella salió.
She's pretty.,Es guapa.
She's stupid.,No le llega agua al tanque.
She's stupid.,Es un salame.
Show me that.,Muéstrame eso.
Sing with us.,Canta con nosotros.
Someone came.,Ha venido alguien.
Someone came.,Alguien llegó.
Speak French.,Habla francés.
Speak French.,Hable francés.
Speak louder.,Habla más fuerte.
Speak softly.,Habla en voz baja.
Stay at home.,Quédate en casa.
Stay at home.,Quedaos en casa.
Stay at home.,Quédese en casa.
Stay at home.,Quédense en casa.
Stay focused.,Concéntrate.
Stay focused.,No te desconcentres.
Stay focused.,Permanece atento.
Stay focused.,Céntrate.
Stay with me.,Quedate conmigo.
Stay with us.,Quédate aquí con nosotros.
Stay with us.,Quedaos aquí con nosotros.
Stay with us.,Quédense aquí con nosotros.
Stay with us.,Quédese aquí con nosotros.
Stay with us.,Quédese aquí con nosotras.
Stay with us.,Quédate aquí con nosotras.
Stay with us.,Quedaos aquí con nosotras.
Stay with us.,Quédense aquí con nosotras.
Stay with us.,Quedate con nosotros.
Stay with us.,Quédate con nosotros.
Step forward.,Da un paso al frente.
Stop arguing.,No discutas.
Stop arguing.,Deja de discutir.
Stop gawking.,Deja de mirar.
Stop pushing.,Deja de empujar.
Stop reading.,Deja de leer.
Stop reading.,Deje de leer.
Stop singing.,Deja de cantar.
Stop smoking.,Deja de fumar.
Stop staring.,Deja de mirarme.
Stop talking.,Cállate.
Stop the car.,Pará el coche.
Stop the car.,Para el coche.
Stop whining.,Deja de quejarte.
Stop whining.,Ya vale de tanto lamento.
Stop yelling.,Deja de gritar.
"Stop, please.","Por favor, párate."
Study harder.,Estudia más.
Study harder.,Estudiad más.
Sweet dreams!,¡Felices sueños!
Sweet dreams!,¡Dulces sueños!
Sweet dreams.,Dulces sueños.
Switch it on.,Enciéndelo.
Take a break.,Descansen ahora.
Take a break.,Tómate un descanso.
Take a break.,Descansa.
Take a break.,Descanse.
Take command.,Toma el control.
Take command.,Hazte con el control.
Take control.,Toma el control.
Take it down.,Quítalo.
Take it easy!,¡Relajate!
Take it easy!,¡Relájate!
Take it home.,Llévatelo a casa.
Take it home.,Llévatelo.
Take my hand.,Toma mi mano.
Take the bus.,Tomate el bondi.
Take us home.,Llévanos a casa.
Tell Tom why.,Dile a Tom por qué.
Tell me more.,Cuéntame más.
Tell me more.,Dime más.
Tell me more.,Dígame más.
Tell me more.,Cuénteme más.
Tell us more.,Dinos más.
Tell us more.,Díganos más.
Tell us more.,Dígannos más.
Tell us more.,Cuéntanos más.
Tell us more.,Cuéntenos más.
Tell us more.,Cuéntennos más.
Thanks a lot.,Se lo agradezco mucho.
Thanks a lot.,Muchas gracias.
Thanks a lot.,Muy agradecido.
Thanks a lot.,Te lo agradezco mucho.
Thanks again.,Gracias otra vez.
Thanks again.,¡Gracias nuevamente!
That does it.,Es el colmo.
That is mine.,Eso es mío.
That was Tom.,Ese era Tom.
That was bad.,Eso fue malo.
That was fun.,Eso fue divertido.
That was odd.,Eso fue raro.
That will do.,Eso bastará.
That will do.,Con eso bastará.
That will do.,Será suficiente.
That will do.,Eso vale.
That will do.,Con eso tengo.
That'll help.,Eso ayudará.
That'll last.,Durará.
That'll last.,Eso durará.
That'll work.,Funcionará.
That'll work.,Eso funcionará.
That'll work.,Eso me valdrá.
That's Tom's.,Eso es de Tomás.
That's a lie.,Eso es mentira.
That's a lie.,¡Es mentira!
That's a lot!,¡Es un montón!
That's crazy.,Es una locura.
That's crazy.,Aquello es una locura.
That's cruel.,Eso es cruel.
That's my CD.,Es mi CD.
That's right.,Eso es.
That's right.,Así es.
That's weird.,Es raro.
That's weird.,Eso es extraño.
The dog died.,El perro murió.
The two left.,Ambos se fueron.
They all sat.,Todos se sentaron.
They approve.,Aprueban.
They approve.,Ellos aprueban.
They are big.,Son grandes.
They came in.,Entraron.
They came in.,Llegaron.
They came in.,Ellas entraron.
They came in.,Ellas entraban.
They cheered.,Vitorearon.
They crashed.,Se chocaron.
They crashed.,Se estrellaron.
They escaped.,Se escaparon.
They gave up.,Abandonaron.
They gave up.,Se rindieron.
They gave up.,Desistieron.
They gave up.,Tiraron la toalla.
They hate us.,Ellos nos odian.
They help us.,Ellos nos ayudan.
They help us.,Nos ayudan.
They help us.,Ellas nos ayudan.
They knew me.,Me conocían.
They know me.,Ellos me conocen.
They know us.,Ellos nos conocen.
They laughed.,Rieron.
They love it.,Les encanta.
They love it.,Lo adoran.
They love me.,Ellos me aman.
They need me.,Ellos me necesitan.
They refused.,Se negaron.
They said no.,Dijeron que no.
They saw Tom.,Vieron a Tom.
They saw you.,Ellos te vieron.
They saw you.,Te vieron.
They stopped.,Pararon.
They sweated.,Sudaron.
They want me.,Me quieren.
They want me.,Me quieren a mí.
They want me.,Ellos me quieren a mí.
They'll call.,Llamarán.
They'll call.,Ellos llamarán.
They'll come.,Ellos vendrán.
They'll come.,Vendrán.
They'll fail.,Fallarán.
They'll grow.,Crecerán.
They'll know.,Lo sabrán.
They'll wait.,Esperarán.
They'll wait.,Aguardarán.
They're back.,Ellas están de vuelta.
They're back.,Ellos están de regreso.
They're boys.,Son chicos.
They're boys.,Ellos son chicos.
They're boys.,Son muchachos.
They're busy.,Están ocupados.
They're cold.,Ellos tienen frío.
They're dead.,Están muertos.
They're eggs.,Son huevos.
They're evil.,Son malvados.
They're fast.,Son rápidos.
They're fine.,Ellos están bien.
They're fine.,Están perfectamente.
They're fine.,Están estupendamente.
They're free.,Son libres.
They're free.,Ellos son libres.
They're gone.,Se fueron.
They're good.,Son buenos.
They're here.,Están aquí.
They're here.,Aquí están.
They're here.,Se encuentran aquí.
They're home.,Están en casa.
They're mine.,Son míos.
They're mine.,Ellos son míos.
They're mine.,Ellas son mías.
They're nice.,Son simpáticos.
They're nice.,Están bien.
They're nice.,Son bonitos.
They're rich.,Son ricas.
They're ugly.,Son feos.
They're weak.,Son débiles.
They've gone.,Ellos han ido.
They've gone.,Ellas han ido.
They've gone.,Se han ido.
They've gone.,Se han marchado.
They've left.,Se han ido.
They've left.,Han salido.
Things break.,Las cosas se rompen.
This is dill.,Esto es eneldo.
This is easy.,Esto es sencillo.
This is fine.,Esto está perfecto.
This is food.,Esto es comida.
This is food.,Es comida.
This is gold.,Esto es oro.
This is good.,Esto es bueno.
This is good.,Esto está bien.
This is hers.,Esto es suyo.
This is hers.,Esto es de ella.
This is life!,¡Esto es vida!
This is love.,Esto es amor.
This is meat.,Esto es carne.
This is mine.,Esto es mío.
This is mine.,Éste es el mío.
This is nice.,Esto está bueno.
This is nice.,Esto está bien.
This is nice.,Esto es estupendo.
This is nuts.,Esto es una locura.
This is ours.,Esto es nuestro.
This is rare.,Esto es raro.
This is rice.,Esto es arroz.
This is ugly.,Esto es feo.
This'll help.,Esto ayudará.
This'll work.,Esto funcionará.
Time stopped.,El tiempo se detuvo.
Tom answered.,Tom respondió.
Tom approved.,Tom aprobó.
Tom approves.,Tom aprueba.
Tom ate cake.,Tom comió pastel.
Tom ate cake.,Tomás comió torta.
Tom bit Mary.,Tom mordió a Mary.
Tom bores me.,Tom me aburre.
Tom can cook.,Tom puede cocinar.
Tom can help.,Tom puede ayudar.
Tom can swim.,Tom puede nadar.
Tom can talk.,Tom puede hablar.
Tom can walk.,Tom puede caminar.
Tom canceled.,Tom canceló.
Tom canceled.,Tom fue el que hizo la cancelación.
Tom chuckled.,Tom soltó una risita.
Tom enlisted.,Tom se enroló.
Tom felt sad.,Tom se sintió triste.
Tom felt sad.,Tom se sentía triste.
Tom finished.,Tom terminó.
Tom flinched.,Tom se encogió.
Tom got lost.,Tom se perdió.
Tom got shot.,A Tom le dispararon.
Tom got sick.,Tom se enfermó.
Tom has guts.,Tom tiene agallas.
Tom hates me.,Tom me odia.
Tom helps us.,Tom nos ayuda.
Tom hit Mary.,Tom golpeó a Mary.
Tom insisted.,Tom insistió.
Tom is a cop.,Tom es poli.
Tom is a man.,Tom es un hombre.
Tom is a vet.,Tom es un veterano.
Tom is a vet.,Tom es veterinario.
Tom is blind.,Tom es ciego.
Tom is blond.,Tomás es rubio.
Tom is brave.,Tom es valiente.
Tom is cruel.,Tom es cruel.
Tom is dizzy.,Tom está mareado.
Tom is dying.,Tom está muriendo.
Tom is gross.,Tom es asqueroso.
Tom is happy.,Tom es feliz.
Tom is harsh.,Tom es cruel.
Tom is heavy.,Tom es pesado.
Tom is loyal.,Tom es fiel.
Tom is lying.,Tom está mintiendo.
Tom is my ex.,Tom es mi ex.
Tom is naked.,Tom está desnudo.
Tom is naked.,Tom anda en canicas.
Tom is naked.,Tom anda bichi.
Tom is naked.,Tom anda jiruta.
Tom is naked.,Tom anda encuerado.
Tom is naked.,Tom anda encueroles.
Tom is nasty.,Tom es repugnante.
Tom is older.,Tom es mayor.
Tom is picky.,Tomás es mañoso.
Tom is quiet.,Tomás es tranquilo.
Tom is ready.,Tom está listo.
Tom is right.,Tom tiene razón.
Tom is short.,Tom es bajo.
Tom is silly.,Tom es tonto.
Tom is timid.,Tom es tímido.
Tom is upset.,Tom está disgustado.
Tom is witty.,Tomás tiene chispa.
Tom is wrong.,Tom está equivocado.
Tom just ate.,Tom acaba de comer.
Tom just won.,Tom acaba de ganar.
Tom knows us.,Tom nos conoce.
Tom liked it.,A Tom le gustó.
Tom likes it.,A Tom le gusta.
Tom likes me.,Le gusto a Tom.
Tom likes me.,Tom me quiere.
Tom listened.,Tom escuchó.
Tom loved us.,Tom nos amó.
Tom loves me.,Tom me ama.
Tom met Mary.,Tom conoció a Mary.
Tom needs me.,Tomás me necesita.
Tom needs us.,Tom nos necesita.
Tom panicked.,Fue Tom el que entró en pánico.
Tom panicked.,Tom entró en pánico.
Tom promised.,Tom prometió.
Tom promised.,Tom lo prometió.
Tom ran away.,Tom huyó.
Tom relented.,Tom cedió.
Tom relented.,Tom se aplacó.
Tom relented.,Tom se apiadó.
Tom resigned.,Tomás renunció.
Tom said yes.,Tom dijo que sí.
Tom saw Mary.,Tom vio a Mary.
Tom screamed.,Tom gritó.
Tom shivered.,Tom tembló.
Tom shot her.,Tomás le disparó.
Tom shot him.,Tom le disparó.
Tom shrugged.,Tom se encogió de hombros.
Tom stutters.,Tom tartamudea.
Tom stutters.,Tom balbucea.
Tom survived.,Tom sobrevivió.
Tom threw up.,Tom vomitó.
Tom told him.,Tom se lo contó.
Tom vanished.,Tomás desapareció.
Tom was bald.,Tom estaba calvo.
Tom was hurt.,Tom fue herido.
Tom was last.,Tom quedó último.
Tom was lost.,Tom estaba perdido.
Tom was mean.,Tom fue ruin.
Tom was pale.,Tom estaba pálido.
Tom was poor.,Tom era pobre.
Tom was poor.,Tom fue pobre.
Tom was sick.,Tom estaba enfermo.
Tom was slow.,Tom era lento.
Tom whistled.,Tom chifló.
Tom will cry.,Tom va a llorar.
Tom will cry.,Tom llorará.
Tom will try.,Tom lo va a intentar.
Tom will try.,Tom lo intentará.
Tom'll speak.,Tom hablará.
Tom'll speak.,Tom va a hablar.
Tom's coming.,Tomás está viniendo.
Tom's crying.,Tomás está llorando.
Tom's eating.,Tom está comiendo.
Tom's groggy.,Tom está grogui.
Tom's hungry.,Tom tiene hambre.
Tom's insane.,Tom es loco.
Tom's joking.,Tomás está bromeando.
Tom's polite.,Tom es cortés.
Tom's stoned.,Tom está drogado.
Tom's strict.,Tom es estricto.
Tom's strong.,Tom es fuerte.
"Tom, wake up.","Tom, despierta."
Translate it.,Tradúcelo.
Translate it.,Traducilo.
Translate it.,Tradúcela.
Trust in God.,Confiá en Dios.
Try and sing.,"Venga, canta un poco."
Try and sing.,"Vamos, a cantar."
Try and swim!,"Venga, intenta nadar."
Try and swim!,¡A ver si puedes nadar!
Try the cake.,Prueba la tarta.
Try these on.,Pruébate estos.
Try this one.,Probá este.
Try this one.,Pruébate ese otro.
Try this one.,¡Prueba este!
Try to focus.,Intenta centrarte.
Try to guess.,Adivina.
Turn it over.,Voltéala.
Unbelievable!,¡Eso es increíble!
Use them all.,Úsalos todos.
Use this one.,Usa este.
Use this one.,Usa esta.
Use this one.,Usad este.
Use this one.,Usad esta.
Use this one.,Use este.
Use this one.,Use esta.
Use this one.,Usen esta.
Use this one.,Usen este.
Use this one.,Utiliza este.
Use this one.,Utiliza esta.
Use this one.,Utilizad este.
Use this one.,Utilizad esta.
Use this one.,Utilice este.
Use this one.,Utilice esta.
Use this one.,Utilicen esta.
Use this one.,Utilicen este.
Vote for Tom.,Voten por Tom.
Wait and see.,Espera y mira.
Wait and see.,Esperad y mirad.
Wait and see.,Espere y mire.
Wait for Tom.,Espera a Tom.
Wait for Tom.,Espera por Tom.
